編號,案類,發生日期,發生時段,發生地點
351,自行車竊盜,1041201,12~14,臺北市內湖區民權東路6段120巷1弄1~30號
352,自行車竊盜,1041202,00~02,臺北市松山區復興北路151~180號
353,自行車竊盜,1041203,02~04,臺北市中山區民生西路45巷3弄1~30號
354,自行車竊盜,1041203,06~08,臺北市北投區榮光里石牌路1段166巷61~90號
355,自行車竊盜,1041203,14~16,臺北市北投區裕民里東陽街411巷1~30號
356,自行車竊盜,1041203,16~18,臺北市南港區合成里永吉路601~630號
357,自行車竊盜,1041204,22~24,臺北市北投區石牌里西安街1段165巷(對面人行道)
358,自行車竊盜,1041205,12~14,臺北市中正區黎明里7號
359,自行車竊盜,1041206,06~08,臺北市內湖區東湖路113巷49弄31~60號
360,自行車竊盜,1041206,18~20,臺北市大同區保安里哈密街68巷1~30號
361,自行車竊盜,1041210,00~02,臺北市文山區興豐里興隆路2段241~270號
362,自行車竊盜,1041210,22~24,臺北市大同區雙連里雙連街31~60號
363,自行車竊盜,1041213,10~12,臺北市大同區蓬萊里承德路3段51巷1~30號
364,自行車竊盜,1041219,22~24,臺北市大同區蔣渭水公園之YOUBIKE租借站
365,自行車竊盜,1041220,02~04,臺北市中正區廈安里汀州路1段1~30號
366,自行車竊盜,1041220,14~16,臺北市中山區北安路569之1~30號
367,自行車竊盜,1041220,18~20,臺北市大安區羅斯福路4段1~30號
368,自行車竊盜,1041222,18~20,臺北市信義區三張里松仁路211~240號
369,自行車竊盜,1041223,22~24,臺北市中山區明水路397巷19弄1~30號
370,自行車竊盜,1041224,16~18,臺北市北投區榮光里西安街2段(石牌國中側門人行道上)
371,自行車竊盜,1041225,12~14,臺北市文山區景華里景興路46巷(景興國中左側門)
372,自行車竊盜,1041225,16~18,臺北市文山區景華里景興路46弄(景興國中大門旁停車格)
373,自行車竊盜,1041225,18~20,臺北市中山區農安街31~60號
374,自行車竊盜,1041225,18~20,臺北市中山區新生北路3段88巷口
375,自行車竊盜,1041226,18~20,臺北市北投區東華里致遠三路91~120號
376,自行車竊盜,1041226,18~20,臺北市中山區新生北路3段31~60號
377,自行車竊盜,1041227,22~24,臺北市文山區景華里景華街31~60號
378,自行車竊盜,1041228,18~20,臺北市中正區南門里廣州街8巷(口)
379,自行車竊盜,1041229,08~10,臺北市信義區景聯里基隆路2段31~60號
380,自行車竊盜,1041229,20~22,臺北市中山區新生北路2段137巷31~60號
381,自行車竊盜,1041231,00~02,臺北市萬華區西昌街151~180號
382,自行車竊盜,1050101,02~04,臺北市信義區正和里仁愛路4段481~510號
383,自行車竊盜,1050101,18~20,臺北市南港區中南里忠孝東路7段596巷1~30號
384,自行車竊盜,1050103,22~24,臺北市萬華區和平西路3段121~150號
385,自行車竊盜,1050104,20~22,臺北市北投區洲美里洲美街(洲美橋下401巷61~90號
386,自行車竊盜,1050105,22~24,臺北市大安區長興街31~60號
387,自行車竊盜,1050110,08~10,臺北市士林區永倫里延平北路6段481~510號
388,自行車竊盜,1050110,10~12,臺北市大安區復興南路2段211~240號
389,自行車竊盜,1050118,12~14,臺北市松山區市民大道6段
390,自行車竊盜,1050118,22~24,臺北市萬華區萬青街151~180號
391,自行車竊盜,1050122,16~18,臺北市松山區南京東路5段291巷6弄1~30號
392,自行車竊盜,1050126,12~14,臺北市士林區福德里中正路247巷(士林捷運站1號
393,自行車竊盜,1050127,14~16,臺北市北投區石牌里石牌路1段121~150號
394,自行車竊盜,1050128,00~02,臺北市大安區民輝里忠孝東路3段61~90號
395,自行車竊盜,1050130,16~18,臺北市北投區榮光里石牌路1段181~210號
396,自行車竊盜,1050202,16~18,臺北市北投區立農里立農街1段571~600號
397,自行車竊盜,1050204,02~04,臺北市萬華區萬大路486巷31~60號
398,自行車竊盜,1050204,10~12,臺北市大同區重慶北3路3段31~60號
399,自行車竊盜,1050204,12~14,臺北市中山區市民大道與中山北路口西北角
400,自行車竊盜,1050206,02~04,臺北市萬華區成都路1~30號
401,自行車竊盜,1050207,14~16,臺北市中山區龍江路271~300號
402,自行車竊盜,1050209,16~18,臺北市松山區八德路4段
403,自行車竊盜,1050210,10~12,臺北市文山區信義路3段91~120號
404,自行車竊盜,1050213,18~20,臺北市萬華區水源路181~210號
405,自行車竊盜,1050216,04~06,臺北市內湖區康樂街151巷1~30號
406,自行車竊盜,1050217,00~02,臺北市大同區星明里太原路152巷1~30號
407,自行車竊盜,1050217,04~06,臺北市中正區水源里羅斯福路4段78巷1弄(內)
408,自行車竊盜,1050218,10~12,臺北市大安區華聲里市民大道4段181~210號
409,自行車竊盜,1050220,12~14,臺北市文山區興業里23鄰辛亥路5段124巷
410,自行車竊盜,1050220,16~18,臺北市內湖區(內湖路一段1巷口旁人行道)
411,自行車竊盜,1050221,20~22,臺北市士林區聖山里忠義街31~60號
412,自行車竊盜,1050222,10~12,臺北市大安區群賢里復興南路2段211~240號
413,自行車竊盜,1050224,08~10,臺北市中正區新營里寧波東街9巷1~30號
414,自行車竊盜,1050225,12~14,臺北市大安區德安里四維路76巷1~30號
415,自行車竊盜,1050228,20~22,臺北市中山區松江路91~120號
416,自行車竊盜,1050301,12~14,臺北市中山區民權東路2段31~60號
417,自行車竊盜,1050302,04~06,臺北市萬華區漢口街2段53巷1~30號
418,自行車竊盜,1050303,12~14,臺北市萬華區中華路1段1~30號
419,自行車竊盜,1050304,16~18,臺北市大安區光信里光復南路456巷1~30號
420,自行車竊盜,1050305,08~10,臺北市文山區試院里28鄰木柵路177巷(內)
421,自行車竊盜,1050305,14~16,臺北市信義區安康里松仁路95巷1~30號
422,自行車竊盜,1050305,20~22,臺北市大安區民輝里忠孝東路3段10巷
423,自行車竊盜,1050306,20~22,臺北市中正區幸市里忠孝東路1段70巷(善導寺捷運站3號
424,自行車竊盜,1050308,08~10,臺北市中正區富水里思源街1~30號
425,自行車竊盜,1050309,16~18,臺北市中山區吉林路252之1~30號
426,自行車竊盜,1050311,10~12,臺北市信義區安康里松仁路61~90號
427,自行車竊盜,1050311,18~20,臺北市大同區重慶里敦煌路21巷
428,自行車竊盜,1050314,12~14,臺北市大同區民族西路271~300號
429,自行車竊盜,1050314,12~14,臺北市大同區民族西路271~300號
430,自行車竊盜,1050314,12~14,臺北市大同區國慶里民族西路271~300號
431,自行車竊盜,1050314,14~16,臺北市大同區重慶里承德路3段271~300號
432,自行車竊盜,1050314,16~18,臺北市大安區民輝里捷運忠孝新生站4號
433,自行車竊盜,1050314,20~22,臺北市內湖區康樂街151巷(巷口人行道)
434,自行車竊盜,1050316,08~10,臺北市內湖區康樂街125巷1~30號
435,自行車竊盜,1050316,14~16,臺北市內湖區瑞光路271~300號
436,自行車竊盜,1050316,18~20,臺北市中正區台北車站東側人行道自行車架處路
437,自行車竊盜,1050319,10~12,臺北市松山區新東街20巷
438,自行車竊盜,1050319,18~20,臺北市信義區永春里忠孝東路5段703巷1弄1~30號
439,自行車竊盜,1050320,18~20,臺北市信義區永春里忠孝東路5段703巷1弄1~30號
440,自行車竊盜,1050321,16~18,臺北市士林區福德里福德路1~30號
441,自行車竊盜,1050322,16~18,臺北市大安區新龍里建國南路2段121~150號
442,自行車竊盜,1050322,18~20,臺北市萬華區和平西路3段121~150號
443,自行車竊盜,1050327,00~02,臺北市內湖區成功路4段1~30號
444,自行車竊盜,1050327,10~12,臺北市北投區福興里承德路7段61~90號
445,自行車竊盜,1050327,22~24,臺北市文山區景行里羅斯福路6段361~390號
446,自行車竊盜,1050327,22~24,臺北市信義區興隆里忠孝東路(國父紀念館捷運站3號
447,自行車竊盜,1050328,02~04,臺北市萬華區萬壽里漢口街2段74巷1~30號
448,自行車竊盜,1050328,14~16,臺北市士林區福林里中正路235巷31~60號
449,自行車竊盜,1050329,02~04,臺北市中山區吉林路331~360號
450,自行車竊盜,1050330,08~10,臺北市內湖區東湖路91~120號
451,自行車竊盜,1050331,22~24,臺北市南港區南港里興中路28巷(口對面人行道)
452,自行車竊盜,1050402,14~16,臺北市內湖區內湖路1段601~630號
453,自行車竊盜,1050405,06~08,臺北市南港區合成里忠孝東路6段1~30號
454,自行車竊盜,1050405,12~14,臺北市北投區奇岩里公館路181~210號
455,自行車竊盜,1050408,14~16,臺北市北投區桃源里中央北路3段53巷1~30號
456,自行車竊盜,1050409,18~20,臺北市萬華區中華路2段364巷31~60號
457,自行車竊盜,1050410,00~02,臺北市士林區仁勇里大北路61~90號
458,自行車竊盜,1050410,00~02,臺北市中正區南福里寧波西街1~30號
459,自行車竊盜,1050410,06~08,臺北市北投區八仙里立農街1段187巷10弄1~30號
460,自行車竊盜,1050410,10~12,臺北市松山區南京東路5段181~210號
461,自行車竊盜,1050414,00~02,臺北市中山區松江路37巷1~30號
462,自行車竊盜,1050417,20~22,臺北市南港區西新里昆陽街91~120號
463,自行車竊盜,1050418,08~10,臺北市萬華區中華路2段121~150號
464,自行車竊盜,1050419,22~24,臺北市萬華區華江雁鴨公園
465,自行車竊盜,1050420,14~16,臺北市內湖區東湖路61~90號
466,自行車竊盜,1050421,06~08,臺北市大安區住安里信義路4段61~90號
467,自行車竊盜,1050421,08~10,臺北市大安區龍安里新生南路2段61~90號
468,自行車竊盜,1050422,00~02,臺北市大安區民炤里仁愛路3段1~30號
469,自行車竊盜,1050422,14~16,臺北市北投區奇岩里公館路257巷1~30號
470,自行車竊盜,1050422,20~22,臺北市北投區奇岩里公館路257巷1~30號
471,自行車竊盜,1050423,14~16,臺北市北投區榮光里西安街2段(石牌國中後門人行道)
472,自行車竊盜,1050424,18~20,臺北市大同區保安里哈密街61~90號
473,自行車竊盜,1050425,18~20,臺北市大安區福住里新生南路2段31~60號
474,自行車竊盜,1050427,18~20,臺北市文山區萬隆里羅斯福路6段1~30號
475,自行車竊盜,1050428,00~02,臺北市大安區光武里6鄰忠孝東路4段101巷31~60號
476,自行車竊盜,1050429,12~14,臺北市北投區振華里東華街1段(石牌捷運站腳踏車停放處)
477,自行車竊盜,1050429,18~20,臺北市大同區大有里環河北路1段271~300號
478,自行車竊盜,1050430,16~18,臺北市中正區龍光里重慶南路3段31~60號
479,自行車竊盜,1050501,14~16,臺北市中正區南門里廣州街8巷(南門國中旁人行道)
480,自行車竊盜,1050501,18~20,臺北市大安區法治里基隆路2段151~180號
481,自行車竊盜,1050502,08~10,臺北市大安區福住里新生南路2段31~60號
482,自行車竊盜,1050502,14~16,臺北市中山區長安東路1段30巷3弄華山公園
483,自行車竊盜,1050504,16~18,臺北市中正區永昌里汀州路1段226巷1~30號
484,自行車竊盜,1050504,20~22,臺北市大同區南芳里迪化街1段331~360號
485,自行車竊盜,1050504,20~22,臺北市大安區學府里基隆路3段61~90號
486,自行車竊盜,1050505,06~08,臺北市北投區吉慶里致遠二路15巷(對面石牌國小人行道上)
487,自行車竊盜,1050505,16~18,臺北市北投區吉利里致遠二路15巷
488,自行車竊盜,1050506,10~12,臺北市北投區永明里義理街61~90號
489,自行車竊盜,1050508,06~08,臺北市大同區星明里太原路175巷1~30號
490,自行車竊盜,1050509,00~02,臺北市中正區忠勤里中華路2段309巷1~30號
491,自行車竊盜,1050510,12~14,臺北市士林區義信里中山北路5段61~90號
492,自行車竊盜,1050510,16~18,臺北市中山區中山北路3段1~30號
493,自行車竊盜,1050510,22~24,臺北市中正區愛國里中華路2段75巷1~30號
494,自行車竊盜,1050511,08~10,臺北市萬華區內江街81巷1~30號
495,自行車竊盜,1050511,16~18,臺北市信義區信義路4段361~390號
496,自行車竊盜,1050512,02~04,臺北市大安區通化里信義路4段400巷6弄1~30號
497,自行車竊盜,1050512,22~24,臺北市中正區忠勤里中華路2段313巷1~30號
498,自行車竊盜,1050515,00~02,臺北市萬華區康定路361~390號
499,自行車竊盜,1050516,22~24,臺北市北投區稻香里稻香路161巷1~30號
500,自行車竊盜,1050517,14~16,臺北市大安區福住里新生南路與金華街口
501,自行車竊盜,1050519,20~22,臺北市內湖區(星雲街168巷口)
502,自行車竊盜,1050519,20~22,臺北市松山區八德路4段721~750號
503,自行車竊盜,1050520,02~04,臺北市南港區舊莊里舊莊街1段145巷2弄1~30號
504,自行車竊盜,1050520,20~22,臺北市大安區群賢里和平東路2段311巷
505,自行車竊盜,1050522,04~06,臺北市中正區幸市里(忠孝新生1號
506,自行車竊盜,1050522,06~08,臺北市南港區南港里興中路61~90號
507,自行車竊盜,1050522,20~22,臺北市北投區石牌里石牌路1段166巷43弄1~30號
508,自行車竊盜,1050523,10~12,臺北市中正區南門里廣州街8巷(南門國中旁人行道)
509,自行車竊盜,1050523,12~14,臺北市萬華區西藏路125巷1~30號
510,自行車竊盜,1050523,20~22,臺北市文山區萬有里景明街11巷(興隆路一段184巷)
511,自行車竊盜,1050524,06~08,臺北市大同區朝陽里南京西路331~360號
512,自行車竊盜,1050524,18~20,臺北市中正區南門里廣州街8巷(口)
513,自行車竊盜,1050525,12~14,臺北市士林區福德里福德路1~30號
514,自行車竊盜,1050525,18~20,臺北市中正區永昌里詔安街151~180號
515,自行車竊盜,1050526,14~16,臺北市松山區敦化北路1~30號
516,自行車竊盜,1050528,02~04,臺北市內湖區西湖里19鄰內湖路1段285巷1~30號
517,自行車竊盜,1050529,10~12,臺北市北投區大同里北投路1段1~30號
518,自行車竊盜,1050529,12~14,臺北市士林區芝山里芝玉路2段20巷91~120號
519,自行車竊盜,1050601,16~18,臺北市松山區民生東路4段121~150號
520,自行車竊盜,1050602,16~18,臺北市大安區住安里信義路4段61~90號
521,自行車竊盜,1050603,06~08,臺北市北投區榮光里西安街2段(捷運線形公園旁人行道上)
522,自行車竊盜,1050604,10~12,臺北市松山區新中街6巷1~30號
523,自行車竊盜,1050608,06~08,臺北市中山區區公所旁之自行車停車位
524,自行車竊盜,1050608,10~12,臺北市士林區芝山里芝玉路2段20巷91~120號
525,自行車竊盜,1050608,10~12,臺北市內湖區成功路3段187巷35弄1~30號
526,自行車竊盜,1050610,02~04,臺北市大安區正聲里仁愛路4段421~450號
527,自行車竊盜,1050613,16~18,臺北市大安區正聲里忠孝東路4段301~330號
528,自行車竊盜,1050614,18~20,臺北市大安區龍門里新生南路2段1~30號
529,自行車竊盜,1050614,20~22,臺北市南港區南港里興中路61~90號
530,自行車竊盜,1050615,00~02,臺北市內湖區成功路4段181~210號
531,自行車竊盜,1050615,12~14,臺北市松山區(捷運南京三民站1號
532,自行車竊盜,1050615,12~14,臺北市松山區(捷運南京三民站1號
533,自行車竊盜,1050616,08~10,臺北市大同區保安里哈密街63巷
534,自行車竊盜,1050616,08~10,臺北市大安區敦安里仁愛路4段121~150號
535,自行車竊盜,1050616,10~12,臺北市萬華區青年路31~60號
536,自行車竊盜,1050617,02~04,臺北市大安區仁慈里信義路4段53巷
537,自行車竊盜,1050617,20~22,臺北市文山區興業里2鄰興隆路2段151~180號
538,自行車竊盜,1050618,02~04,臺北市大安區錦泰里杭州南路2段61巷1~30號
539,自行車竊盜,1050619,00~02,臺北市文山區興得里興隆路3段211~240號
540,自行車竊盜,1050620,16~18,臺北市萬華區中華路2段361~390號
541,自行車竊盜,1050622,20~22,臺北市大安區敦安里安和路1段61~90號
